id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,umpire1,umpire2,result_margin_zscore
419160,2009/10,10,2010-04-18,League,A Symonds,16,3,1,1,bat,1,runs,11.0,146.0,20.0,N,BR Doctrove,SK Tarapore,-0.2745842793166877
419161,2009/10,23,2010-04-19,League,M Kartik,14,8,10,10,bat,8,wickets,9.0,134.0,20.0,N,BG Jerling,RE Koertzen,-0.36672947878091483
419162,2009/10,26,2010-04-21,Semi Final,KA Pollard,9,16,10,10,bat,10,runs,35.0,185.0,20.0,N,BR Doctrove,RB Tiffin,0.8311581142540378
419163,2009/10,26,2010-04-22,Semi Final,DE Bollinger,9,0,1,0,bat,0,runs,38.0,143.0,20.0,N,BR Doctrove,RB Tiffin,0.9693759134503785
419164,2009/10,26,2010-04-24,3rd Place Play-Off,A Kumble,9,16,1,1,bat,17,wickets,9.0,83.0,20.0,N,RE Koertzen,SJA Taufel,-0.36672947878091483
419165,2009/10,26,2010-04-25,Final,SK Raina,9,0,10,0,bat,0,runs,22.0,169.0,20.0,N,RE Koertzen,SJA Taufel,0.2322143177365615
501198,2011,8,2011-04-08,League,S Anirudha,27,0,8,0,bat,0,runs,2.0,154.0,20.0,N,BR Doctrove,PR Reiffel,-0.6892376769057098
501199,2011,16,2011-04-09,League,SK Trivedi,42,1,13,13,field,14,wickets,8.0,138.0,20.0,N,RE Koertzen,SK Tarapore,-0.4128020785130284
501200,2011,22,2011-04-09,League,AB de Villiers,33,7,16,7,bat,17,wickets,6.0,162.0,20.0,N,HDPK Dharmasena,K Hariharan,-0.5049472779772556
501201,2011,10,2011-04-10,League,SL Malinga,16,3,10,3,bat,10,wickets,8.0,96.0,20.0,N,AM Saheba,RB Tiffin,-0.4128020785130284
501202,2011,26,2011-04-10,League,SB Wagh,9,11,6,6,bat,12,wickets,7.0,113.0,20.0,N,BR Doctrove,PR Reiffel,-0.458874678245142
501203,2011,23,2011-04-11,League,JH Kallis,14,8,1,8,bat,8,runs,9.0,164.0,20.0,N,RE Koertzen,SK Tarapore,-0.36672947878091483
501204,2011,18,2011-04-12,League,SK Warne,46,13,3,3,bat,14,wickets,6.0,152.0,20.0,N,Aleem Dar,RB Tiffin,-0.5049472779772556
501205,2011,2,2011-04-12,League,SR Tendulkar,23,16,10,10,field,10,wickets,9.0,141.0,20.0,N,HDPK Dharmasena,AL Hill,-0.36672947878091483
501206,2011,7,2011-04-13,League,PC Valthaty,40,6,0,6,field,6,wickets,6.0,189.0,20.0,N,Asad Rauf,SL Shastri,-0.5049472779772556
501207,2011,26,2011-04-13,League,MD Mishra,9,11,7,7,bat,12,wickets,4.0,149.0,20.0,N,S Asnani,PR Reiffel,-0.5970924774414826
501208,2011,16,2011-04-14,League,DW Steyn,42,1,16,16,field,1,runs,33.0,176.0,20.0,N,RE Koertzen,S Ravi,0.7390129147898107
501209,2011,18,2011-04-15,League,G Gambhir,46,13,8,8,field,8,wickets,9.0,160.0,20.0,N,Aleem Dar,SS Hazare,-0.36672947878091483
501210,2011,26,2011-04-15,League,BB McCullum,55,10,7,7,field,7,wickets,8.0,183.0,20.0,N,BR Doctrove,PR Reiffel,-0.4128020785130284
501211,2011,8,2011-04-16,League,MEK Hussey,27,0,16,0,bat,0,runs,21.0,184.0,20.0,N,HDPK Dharmasena,AL Hill,0.18614171800444793
501212,2011,16,2011-04-16,League,PC Valthaty,42,1,6,6,field,6,wickets,8.0,166.0,20.0,N,RE Koertzen,S Ravi,-0.4128020785130284
501213,2011,26,2011-04-17,League,Yuvraj Singh,9,11,3,3,field,3,wickets,3.0,188.0,20.0,N,Asad Rauf,AM Saheba,-0.6431650771735963
501214,2011,23,2011-04-17,League,L Balaji,14,8,13,8,field,8,wickets,8.0,82.0,20.0,N,Aleem Dar,RB Tiffin,-0.4128020785130284
501215,2011,22,2011-04-18,League,BB McCullum,33,7,0,7,field,7,wickets,7.0,135.0,17.0,N,K Hariharan,AL Hill,-0.458874678245142
501216,2011,10,2011-04-19,League,S Sohal,16,3,1,1,bat,1,runs,16.0,169.0,20.0,N,PR Reiffel,RJ Tucker,-0.044221280656119896
501218,2011,26,2011-04-20,League,MM Patel,55,10,11,11,bat,10,wickets,7.0,119.0,20.0,N,Asad Rauf,AM Saheba,-0.458874678245142
501219,2011,23,2011-04-20,League,DPMD Jayawardene,14,8,7,8,field,7,runs,6.0,133.0,20.0,N,Aleem Dar,RB Tiffin,-0.5049472779772556
501220,2011,7,2011-04-21,League,SE Marsh,40,6,13,13,field,6,runs,48.0,196.0,20.0,N,S Asnani,PR Reiffel,1.4301019107715143
501221,2011,26,2011-04-22,League,Harbhajan Singh,55,10,0,0,field,10,runs,8.0,165.0,20.0,N,Asad Rauf,AM Saheba,-0.4128020785130284
501222,2011,23,2011-04-22,League,CH Gayle,14,8,16,16,field,17,wickets,9.0,172.0,20.0,N,SS Hazare,RB Tiffin,-0.36672947878091483
501223,2011,10,2011-04-23,League,DA Warner,16,3,6,6,field,3,runs,29.0,232.0,20.0,N,S Asnani,RE Koertzen,0.5547225158613565
501224,2011,16,2011-04-24,League,SL Malinga,42,1,10,1,field,10,runs,37.0,173.0,20.0,N,HDPK Dharmasena,AL Hill,0.923303313718265
501225,2011,18,2011-04-24,League,SK Warne,46,13,7,13,field,14,wickets,8.0,110.0,20.0,N,BR Doctrove,SK Tarapore,-0.4128020785130284
501226,2011,8,2011-04-25,League,MEK Hussey,27,0,11,11,field,0,runs,25.0,143.0,20.0,N,Aleem Dar,RB Tiffin,0.3704321169329022
501227,2011,10,2011-04-26,League,V Kohli,16,3,16,16,field,17,wickets,3.0,161.0,20.0,N,S Asnani,RJ Tucker,-0.6431650771735963
501228,2011,26,2011-04-27,League,DE Bollinger,9,11,0,11,bat,0,wickets,8.0,142.0,20.0,N,Asad Rauf,SL Shastri,-0.4128020785130284
501229,2011,22,2011-04-27,League,I Sharma,33,7,1,7,field,1,runs,55.0,130.0,20.0,N,HDPK Dharmasena,AL Hill,1.752610108896309
501230,2011,10,2011-04-28,League,MK Tiwary,16,3,8,3,field,8,runs,17.0,149.0,20.0,N,PR Reiffel,RJ Tucker,0.0018513190759936718
501231,2011,18,2011-04-29,League,J Botha,46,13,10,13,field,14,wickets,7.0,95.0,20.0,N,Asad Rauf,SK Tarapore,-0.458874678245142
501232,2011,2,2011-04-29,League,V Kohli,23,16,11,11,field,17,runs,26.0,182.0,20.0,N,Aleem Dar,SS Hazare,0.41650471666501576
501233,2011,22,2011-04-30,League,V Sehwag,33,7,3,3,bat,3,runs,38.0,158.0,20.0,N,HDPK Dharmasena,AL Hill,0.9693759134503785
501234,2011,23,2011-04-30,League,Iqbal Abdulla,14,8,6,8,field,8,wickets,8.0,120.0,20.0,N,AM Saheba,SL Shastri,-0.4128020785130284
501235,2011,18,2011-05-01,League,LRPL Taylor,46,13,11,13,field,14,wickets,6.0,144.0,20.0,N,SK Tarapore,SJA Taufel,-0.5049472779772556
501236,2011,8,2011-05-01,League,JA Morkel,27,0,1,0,bat,0,runs,19.0,166.0,20.0,N,Aleem Dar,RB Tiffin,0.0939965185402208
501237,2011,26,2011-05-02,League,KA Pollard,55,10,6,6,field,10,runs,23.0,160.0,20.0,N,HDPK Dharmasena,PR Reiffel,0.27828691746867507
501238,2011,10,2011-05-02,League,P Parameswaran,16,3,7,7,field,7,wickets,7.0,141.0,20.0,N,Asad Rauf,SL Shastri,-0.458874678245142
501239,2011,16,2011-05-03,League,YK Pathan,42,1,8,1,field,8,runs,20.0,170.0,20.0,N,S Asnani,RJ Tucker,0.14006911827233437
501240,2011,8,2011-05-04,League,MEK Hussey,27,0,13,13,bat,0,wickets,8.0,148.0,20.0,N,SS Hazare,RB Tiffin,-0.4128020785130284
501241,2011,26,2011-05-04,League,R Sharma,9,11,10,11,field,10,runs,21.0,161.0,20.0,N,HDPK Dharmasena,SJA Taufel,0.18614171800444793
501242,2011,22,2011-05-05,League,BJ Hodge,33,7,8,8,field,7,runs,17.0,157.0,20.0,N,S Ravi,RJ Tucker,0.0018513190759936718
501243,2011,16,2011-05-05,League,V Sehwag,42,1,3,3,field,3,wickets,4.0,176.0,20.0,N,Asad Rauf,AM Saheba,-0.5970924774414826
501244,2011,2,2011-05-06,League,CH Gayle,23,16,6,6,field,17,runs,85.0,206.0,20.0,N,Aleem Dar,RB Tiffin,3.134788100859716
501245,2011,23,2011-05-07,League,Iqbal Abdulla,14,8,0,0,bat,8,runs,10.0,52.0,10.0,N,Asad Rauf,PR Reiffel,-0.3206568790488013
501246,2011,26,2011-05-07,League,AT Rayudu,55,10,3,3,field,10,runs,32.0,179.0,20.0,N,K Hariharan,SJA Taufel,0.6929403150576972
501247,2011,2,2011-05-08,League,CH Gayle,23,16,7,7,bat,17,wickets,9.0,126.0,20.0,N,Aleem Dar,SS Hazare,-0.36672947878091483
501248,2011,7,2011-05-08,League,R Sharma,40,6,11,6,bat,12,wickets,5.0,120.0,20.0,N,SK Tarapore,RJ Tucker,-0.5510198777093691
501249,2011,18,2011-05-09,League,M Vijay,46,13,0,13,field,0,runs,63.0,197.0,20.0,N,K Hariharan,SJA Taufel,2.1211909067532173
501250,2011,16,2011-05-10,League,MR Marsh,42,1,11,1,bat,12,wickets,6.0,137.0,20.0,N,Asad Rauf,AM Saheba,-0.5049472779772556
501251,2011,7,2011-05-10,League,BA Bhatt,40,6,10,10,field,6,runs,76.0,164.0,20.0,N,SK Tarapore,RJ Tucker,2.720134703270694
501252,2011,18,2011-05-11,League,S Aravind,46,13,16,16,field,17,wickets,9.0,147.0,20.0,N,HDPK Dharmasena,K Hariharan,-0.36672947878091483
501253,2011,8,2011-05-12,League,MS Dhoni,27,0,3,0,bat,0,runs,18.0,177.0,20.0,N,AM Saheba,SL Shastri,0.04792391880810724
501254,2011,17,2011-05-13,League,KD Karthik,20,7,6,6,field,6,wickets,6.0,179.0,20.0,N,S Asnani,RJ Tucker,-0.5049472779772556
501255,2011,2,2011-05-14,League,CH Gayle,23,16,8,16,field,17,wickets,4.0,102.0,13.0,N,RE Koertzen,RB Tiffin,-0.5970924774414826
501256,2011,26,2011-05-14,League,A Mishra,55,10,1,1,bat,1,runs,10.0,136.0,20.0,N,S Ravi,SK Tarapore,-0.3206568790488013
501257,2011,11,2011-05-15,League,PP Chawla,18,6,3,3,field,6,runs,29.0,171.0,20.0,N,Asad Rauf,SL Shastri,0.5547225158613565
501258,2011,17,2011-05-15,League,BJ Hodge,20,7,13,7,field,7,wickets,8.0,98.0,20.0,N,PR Reiffel,RJ Tucker,-0.4128020785130284
501259,2011,26,2011-05-16,League,A Mishra,9,11,1,1,field,1,wickets,6.0,137.0,20.0,N,S Ravi,SK Tarapore,-0.5049472779772556
501260,2011,11,2011-05-17,League,AC Gilchrist,18,6,16,6,bat,6,runs,111.0,233.0,20.0,N,Asad Rauf,AM Saheba,4.332675693894669
501261,2011,8,2011-05-18,League,WP Saha,27,0,7,0,bat,0,runs,11.0,153.0,20.0,N,HDPK Dharmasena,RE Koertzen,-0.2745842793166877
501262,2011,26,2011-05-19,League,YK Pathan,9,11,8,8,field,8,wickets,7.0,119.0,20.0,N,S Ravi,SJA Taufel,-0.458874678245142
501263,2011,26,2011-05-20,League,SR Watson,55,10,13,10,bat,14,wickets,10.0,134.0,20.0,N,RE Koertzen,PR Reiffel,-0.3206568790488013
501264,2011,11,2011-05-21,League,S Dhawan,18,6,1,6,field,1,runs,82.0,199.0,20.0,N,Asad Rauf,AM Saheba,2.9965703016633753
501265,2011,10,2011-05-21,League,Unknown,16,3,11,3,bat,11,no result,0.0,0.0,0.0,N,SS Hazare,RJ Tucker,-0.781382876369937
501266,2011,2,2011-05-22,League,CH Gayle,23,16,0,16,field,17,wickets,8.0,129.0,20.0,N,K Hariharan,RE Koertzen,-0.4128020785130284
501267,2011,23,2011-05-22,League,JEC Franklin,14,8,10,10,field,10,wickets,5.0,176.0,20.0,N,SK Tarapore,SJA Taufel,-0.5510198777093691
501268,2011,26,2011-05-24,Qualifier 1,SK Raina,55,16,0,0,field,0,wickets,6.0,176.0,20.0,N,Asad Rauf,SJA Taufel,-0.5049472779772556
501269,2011,26,2011-05-25,Elimination Final,MM Patel,55,10,8,10,field,10,wickets,4.0,148.0,20.0,N,Asad Rauf,SJA Taufel,-0.5970924774414826
501270,2011,8,2011-05-27,Qualifier 2,CH Gayle,27,16,10,10,field,17,runs,43.0,186.0,20.0,N,Asad Rauf,SJA Taufel,1.1997389121109463
501271,2011,8,2011-05-28,Final,M Vijay,27,0,16,0,bat,0,runs,58.0,206.0,20.0,N,Asad Rauf,SJA Taufel,1.8908279080926498
548306,2012,8,2012-04-04,League,RE Levi,27,0,10,10,field,10,wickets,8.0,113.0,20.0,N,JD Cloete,SJA Taufel,-0.4128020785130284
548307,2012,23,2012-04-05,League,IK Pathan,14,8,3,3,field,3,wickets,8.0,98.0,12.0,N,S Asnani,HDPK Dharmasena,-0.4128020785130284
548308,2012,26,2012-04-06,League,SPD Smith,55,10,11,10,field,12,runs,28.0,130.0,20.0,N,AK Chaudhary,SJA Taufel,0.5086499161292429
548309,2012,18,2012-04-06,League,AM Rahane,46,13,6,6,field,14,runs,31.0,192.0,20.0,N,BF Bowden,SK Tarapore,0.6468677153255836
548310,2012,2,2012-04-07,League,AB de Villiers,23,16,3,3,field,17,runs,20.0,158.0,20.0,N,S Asnani,S Ravi,0.14006911827233437
548311,2012,36,2012-04-07,League,RA Jadeja,11,1,0,1,field,0,runs,74.0,194.0,20.0,N,JD Cloete,HDPK Dharmasena,2.6279895038064667
548312,2012,18,2012-04-08,League,BJ Hodge,46,13,8,8,field,14,runs,22.0,165.0,20.0,N,BF Bowden,VA Kulkarni,0.2322143177365615
548313,2012,30,2012-04-08,League,MN Samuels,52,11,6,11,bat,12,runs,22.0,167.0,20.0,N,S Das,SJA Taufel,0.2322143177365615
548314,2012,36,2012-04-09,League,RG Sharma,11,1,10,1,bat,10,wickets,5.0,139.0,20.0,N,AK Chaudhary,JD Cloete,-0.5510198777093691
548315,2012,2,2012-04-10,League,L Balaji,23,16,8,16,field,8,runs,42.0,166.0,20.0,N,S Ravi,RJ Tucker,1.1536663123788329
548316,2012,10,2012-04-10,League,M Morkel,16,3,0,3,field,3,wickets,8.0,111.0,20.0,N,Asad Rauf,SK Tarapore,-0.4128020785130284
548317,2012,26,2012-04-11,League,KA Pollard,55,10,13,13,field,10,runs,27.0,198.0,20.0,N,Aleem Dar,BNJ Oxenford,0.46257731639712935
548318,2012,8,2012-04-12,League,F du Plessis,27,0,16,16,bat,0,wickets,5.0,206.0,20.0,N,HDPK Dharmasena,RJ Tucker,-0.5510198777093691
548319,2012,7,2012-04-12,League,AD Mascarenhas,40,6,11,6,field,6,wickets,7.0,116.0,20.0,N,VA Kulkarni,SK Tarapore,-0.458874678245142
548320,2012,23,2012-04-13,League,Shakib Al Hasan,14,8,13,13,bat,8,wickets,5.0,132.0,20.0,N,Asad Rauf,S Asnani,-0.5510198777093691
548322,2012,30,2012-04-14,League,JD Ryder,52,11,0,0,bat,12,wickets,7.0,156.0,20.0,N,Aleem Dar,BNJ Oxenford,-0.458874678245142
548323,2012,23,2012-04-15,League,SP Narine,14,8,6,8,field,6,runs,2.0,135.0,20.0,N,Asad Rauf,S Asnani,-0.6892376769057098
548324,2012,2,2012-04-15,League,AM Rahane,23,16,13,13,bat,14,runs,59.0,196.0,20.0,N,JD Cloete,RJ Tucker,1.9369005078247632
548325,2012,26,2012-04-16,League,S Nadeem,55,10,3,3,field,3,wickets,7.0,93.0,20.0,N,BF Bowden,SK Tarapore,-0.458874678245142
548326,2012,18,2012-04-17,League,BJ Hodge,46,13,1,1,bat,14,wickets,5.0,197.0,20.0,N,Aleem Dar,BNJ Oxenford,-0.5510198777093691
548327,2012,2,2012-04-17,League,CH Gayle,23,16,11,11,bat,17,wickets,6.0,183.0,20.0,N,S Asnani,S Das,-0.5049472779772556
548328,2012,7,2012-04-18,League,G Gambhir,40,6,8,6,bat,8,wickets,8.0,125.0,20.0,N,JD Cloete,RJ Tucker,-0.4128020785130284
548321,2012,10,2012-04-19,League,KP Pietersen,16,3,1,1,bat,3,wickets,5.0,158.0,20.0,N,BF Bowden,SK Tarapore,-0.5510198777093691
548330,2012,8,2012-04-19,League,KMDN Kulasekara,27,0,11,11,field,0,runs,13.0,165.0,20.0,N,Asad Rauf,S Das,-0.18243907985246058
548331,2012,7,2012-04-20,League,CH Gayle,40,6,16,16,field,17,wickets,5.0,164.0,20.0,N,S Ravi,RJ Tucker,-0.5510198777093691
548332,2012,8,2012-04-21,League,F du Plessis,27,0,13,13,bat,0,wickets,7.0,147.0,20.0,N,Aleem Dar,BNJ Oxenford,-0.458874678245142
548333,2012,10,2012-04-21,League,SC Ganguly,16,3,11,3,field,12,runs,20.0,193.0,20.0,N,Asad Rauf,S Das,0.14006911827233437
548334,2012,26,2012-04-22,League,SE Marsh,55,10,6,10,bat,6,wickets,6.0,164.0,20.0,N,S Ravi,RJ Tucker,-0.5049472779772556
548335,2012,9,2012-04-22,League,B Lee,2,1,8,8,field,8,wickets,5.0,127.0,20.0,N,BF Bowden,SK Tarapore,-0.5510198777093691
548336,2012,18,2012-04-23,League,AB de Villiers,46,13,16,13,field,17,runs,46.0,190.0,20.0,N,Asad Rauf,S Asnani,1.337956711307287
548337,2012,30,2012-04-24,League,V Sehwag,52,11,3,11,bat,3,wickets,8.0,147.0,20.0,N,S Ravi,RJ Tucker,-0.4128020785130284
548339,2012,7,2012-04-25,League,AT Rayudu,40,6,10,6,bat,10,wickets,4.0,169.0,20.0,N,Aleem Dar,BNJ Oxenford,-0.5970924774414826
548341,2012,30,2012-04-26,League,CL White,52,11,1,1,bat,1,runs,18.0,178.0,20.0,N,S Ravi,RJ Tucker,0.04792391880810724
548342,2012,10,2012-04-27,League,V Sehwag,16,3,10,10,field,3,runs,37.0,208.0,20.0,N,Aleem Dar,BNJ Oxenford,0.923303313718265
548343,2012,8,2012-04-28,League,Mandeep Singh,27,0,6,6,bat,6,runs,7.0,157.0,20.0,N,BF Bowden,SK Tarapore,-0.458874678245142
548344,2012,23,2012-04-28,League,G Gambhir,14,8,16,8,bat,8,runs,47.0,191.0,20.0,N,Asad Rauf,BR Doctrove,1.3840293110394006
548345,2012,10,2012-04-29,League,V Sehwag,16,3,13,3,bat,3,runs,1.0,153.0,20.0,N,S Ravi,RJ Tucker,-0.7353102766378233
548346,2012,26,2012-04-29,League,DW Steyn,55,10,1,10,field,10,wickets,5.0,101.0,20.0,N,AK Chaudhary,BNJ Oxenford,-0.5510198777093691
548347,2012,8,2012-04-30,League,G Gambhir,27,0,8,0,bat,8,wickets,5.0,140.0,20.0,N,BF Bowden,C Shamshuddin,-0.5510198777093691
548348,2012,9,2012-05-01,League,KC Sangakkara,2,1,11,1,bat,1,runs,13.0,187.0,20.0,N,Aleem Dar,AK Chaudhary,-0.18243907985246058
548349,2012,18,2012-05-01,League,P Negi,46,13,3,13,bat,3,wickets,6.0,142.0,20.0,N,JD Cloete,SJA Taufel,-0.5049472779772556
548350,2012,2,2012-05-02,League,Azhar Mahmood,23,16,6,6,field,6,wickets,4.0,159.0,20.0,N,BF Bowden,C Shamshuddin,-0.5970924774414826
548351,2012,30,2012-05-03,League,SL Malinga,52,11,10,10,bat,10,runs,1.0,121.0,20.0,N,Asad Rauf,S Asnani,-0.7353102766378233
548352,2012,8,2012-05-04,League,SK Raina,27,0,1,0,bat,0,runs,10.0,161.0,20.0,N,HDPK Dharmasena,BNJ Oxenford,-0.3206568790488013
548353,2012,23,2012-05-05,League,SP Narine,14,8,11,8,bat,8,runs,7.0,151.0,20.0,N,BF Bowden,SK Tarapore,-0.458874678245142
548354,2012,7,2012-05-05,League,SR Watson,40,6,13,13,bat,14,runs,43.0,178.0,20.0,N,JD Cloete,SJA Taufel,1.1997389121109463
548355,2012,26,2012-05-06,League,DR Smith,55,10,0,10,field,10,wickets,2.0,174.0,20.0,N,Asad Rauf,S Asnani,-0.6892376769057098
548356,2012,2,2012-05-06,League,AB de Villiers,23,16,1,16,field,17,wickets,5.0,182.0,20.0,N,HDPK Dharmasena,BNJ Oxenford,-0.5510198777093691
548357,2012,10,2012-05-07,League,JH Kallis,16,3,8,3,bat,8,wickets,6.0,154.0,20.0,N,JD Cloete,S Ravi,-0.5049472779772556
548358,2012,30,2012-05-08,League,SR Watson,52,11,13,11,bat,14,wickets,7.0,126.0,20.0,N,Asad Rauf,BR Doctrove,-0.458874678245142
548359,2012,16,2012-05-08,League,Mandeep Singh,42,1,6,1,field,6,runs,25.0,171.0,20.0,N,HDPK Dharmasena,BNJ Oxenford,0.3704321169329022
548360,2012,26,2012-05-09,League,CH Gayle,55,10,16,16,field,17,wickets,9.0,142.0,20.0,N,BF Bowden,VA Kulkarni,-0.36672947878091483
548329,2012,16,2012-05-10,League,DA Warner,42,1,3,1,bat,3,wickets,9.0,188.0,20.0,N,JD Cloete,SJA Taufel,-0.36672947878091483
548361,2012,18,2012-05-10,League,BW Hilfenhaus,46,13,0,0,field,0,wickets,4.0,127.0,20.0,N,BNJ Oxenford,C Shamshuddin,-0.5970924774414826
548362,2012,30,2012-05-11,League,CH Gayle,52,11,16,11,field,17,runs,35.0,174.0,20.0,N,BF Bowden,SK Tarapore,0.8311581142540378
548363,2012,23,2012-05-12,League,RG Sharma,14,8,10,10,bat,10,runs,27.0,183.0,20.0,N,S Ravi,SJA Taufel,0.46257731639712935
548364,2012,8,2012-05-12,League,BW Hilfenhaus,27,0,3,0,field,0,wickets,9.0,115.0,20.0,N,S Das,BR Doctrove,-0.36672947878091483
548365,2012,18,2012-05-13,League,A Chandila,46,13,11,13,bat,14,runs,45.0,171.0,20.0,N,BF Bowden,SK Tarapore,1.2918841115751736
548366,2012,7,2012-05-13,League,DJ Hussey,40,6,1,1,bat,6,wickets,4.0,191.0,20.0,N,HDPK Dharmasena,BNJ Oxenford,-0.5970924774414826
548367,2012,2,2012-05-14,League,AT Rayudu,23,16,10,10,field,10,wickets,5.0,172.0,20.0,N,S Das,BR Doctrove,-0.5510198777093691
548368,2012,23,2012-05-14,League,MEK Hussey,14,8,0,0,field,0,wickets,5.0,159.0,20.0,N,JD Cloete,SJA Taufel,-0.5510198777093691
548369,2012,10,2012-05-15,League,UT Yadav,16,3,6,6,bat,3,wickets,5.0,137.0,20.0,N,HDPK Dharmasena,BNJ Oxenford,-0.5510198777093691
548370,2012,26,2012-05-16,League,SP Narine,55,10,8,10,field,8,runs,32.0,141.0,20.0,N,S Das,BR Doctrove,0.6929403150576972
548371,2012,11,2012-05-17,League,AC Gilchrist,18,6,0,6,field,6,wickets,6.0,121.0,20.0,N,VA Kulkarni,SK Tarapore,-0.5049472779772556
548372,2012,10,2012-05-17,League,CH Gayle,16,3,16,3,field,17,runs,21.0,216.0,20.0,N,HDPK Dharmasena,C Shamshuddin,0.18614171800444793
548373,2012,16,2012-05-18,League,DW Steyn,42,1,13,13,bat,1,wickets,5.0,127.0,20.0,N,S Ravi,SJA Taufel,-0.5510198777093691
548374,2012,11,2012-05-19,League,UT Yadav,18,6,3,3,field,3,wickets,6.0,142.0,20.0,N,BF Bowden,VA Kulkarni,-0.5049472779772556
548375,2012,30,2012-05-19,League,Shakib Al Hasan,52,11,8,8,bat,8,runs,34.0,137.0,20.0,N,S Asnani,BR Doctrove,0.7850855145219243
548376,2012,16,2012-05-20,League,DW Steyn,42,1,16,16,field,1,runs,9.0,133.0,20.0,N,S Ravi,SJA Taufel,-0.36672947878091483
548377,2012,18,2012-05-20,League,DR Smith,46,13,10,13,bat,10,wickets,10.0,163.0,20.0,N,HDPK Dharmasena,C Shamshuddin,-0.3206568790488013
548378,2012,30,2012-05-22,Qualifier 1,YK Pathan,52,3,8,8,bat,8,runs,18.0,163.0,20.0,N,BR Doctrove,SJA Taufel,0.04792391880810724
548379,2012,2,2012-05-23,Elimination Final,MS Dhoni,23,0,10,10,field,0,runs,38.0,188.0,20.0,N,BF Bowden,HDPK Dharmasena,0.9693759134503785
548380,2012,8,2012-05-25,Qualifier 2,M Vijay,27,3,0,3,field,0,runs,86.0,223.0,20.0,N,BR Doctrove,SJA Taufel,3.1808607005918295
548381,2012,8,2012-05-27,Final,MS Bisla,27,8,0,0,bat,8,wickets,5.0,191.0,20.0,N,BF Bowden,SJA Taufel,-0.5510198777093691
597998,2013,23,2013-04-03,League,SP Narine,14,8,3,8,field,8,wickets,6.0,129.0,20.0,N,S Ravi,SJA Taufel,-0.5049472779772556
597999,2013,2,2013-04-04,League,CH Gayle,23,16,10,10,field,17,runs,2.0,157.0,20.0,N,VA Kulkarni,C Shamshuddin,-0.6892376769057098
598000,2013,16,2013-04-05,League,A Mishra,42,18,11,11,field,19,runs,22.0,127.0,20.0,N,S Ravi,SJA Taufel,0.2322143177365615
598001,2013,10,2013-04-06,League,R Dravid,16,3,13,13,bat,14,runs,5.0,166.0,20.0,N,S Das,C Shamshuddin,-0.5510198777093691
598002,2013,8,2013-04-06,League,KA Pollard,27,0,10,10,bat,10,runs,9.0,149.0,20.0,N,M Erasmus,VA Kulkarni,-0.36672947878091483
598003,2013,30,2013-04-07,League,M Vohra,52,11,6,11,bat,6,wickets,8.0,100.0,20.0,N,S Asnani,SJA Taufel,-0.4128020785130284
598004,2013,16,2013-04-07,League,GH Vihari,42,18,16,16,bat,19,tie,0.0,131.0,20.0,Y,AK Chaudhary,S Ravi,-0.781382876369937
598005,2013,18,2013-04-08,League,SK Trivedi,46,13,8,8,field,14,runs,19.0,145.0,20.0,N,Aleem Dar,S Das,0.0939965185402208
598006,2013,26,2013-04-09,League,KD Karthik,55,10,3,10,bat,10,runs,44.0,210.0,20.0,N,M Erasmus,VA Kulkarni,1.24581151184306
598048,2013,2,2013-04-09,League,V Kohli,23,16,18,18,bat,17,wickets,7.0,162.0,20.0,N,S Ravi,SJA Taufel,-0.458874678245142
598007,2013,7,2013-04-10,League,MEK Hussey,40,6,0,0,field,0,wickets,10.0,139.0,20.0,N,Aleem Dar,C Shamshuddin,-0.3206568790488013
598008,2013,2,2013-04-11,League,CH Gayle,23,16,8,16,field,17,wickets,8.0,155.0,20.0,N,Asad Rauf,AK Chaudhary,-0.4128020785130284
598009,2013,30,2013-04-11,League,AJ Finch,52,11,13,13,bat,12,wickets,7.0,146.0,20.0,N,M Erasmus,K Srinath,-0.458874678245142
598010,2013,10,2013-04-12,League,A Mishra,16,3,18,3,bat,19,wickets,3.0,115.0,20.0,N,Aleem Dar,Subroto Das,-0.6431650771735963
598011,2013,26,2013-04-13,League,RG Sharma,55,10,11,10,bat,10,runs,41.0,184.0,20.0,N,S Ravi,SJA Taufel,1.1075937126467192
598012,2013,8,2013-04-13,League,RA Jadeja,27,0,16,0,field,0,wickets,4.0,166.0,20.0,N,Asad Rauf,AK Chaudhary,-0.5970924774414826
598013,2013,23,2013-04-14,League,G Gambhir,14,8,18,8,bat,8,runs,48.0,181.0,20.0,N,M Erasmus,VA Kulkarni,1.4301019107715143
598014,2013,18,2013-04-14,League,JP Faulkner,46,13,6,13,field,14,wickets,6.0,125.0,20.0,N,Aleem Dar,C Shamshuddin,-0.5049472779772556
598015,2013,8,2013-04-15,League,SPD Smith,27,0,11,11,bat,12,runs,24.0,160.0,20.0,N,Asad Rauf,AK Chaudhary,0.32435951720078865
598016,2013,7,2013-04-16,League,MS Gony,40,6,8,8,field,6,runs,4.0,158.0,20.0,N,CK Nandan,SJA Taufel,-0.5970924774414826
598017,2013,2,2013-04-16,League,V Kohli,23,16,3,16,field,17,tie,0.0,153.0,20.0,Y,M Erasmus,VA Kulkarni,-0.781382876369937
