id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,umpire1,umpire2,result_margin_zscore
598018,2013,30,2013-04-17,League,A Mishra,30,11,18,11,field,19,runs,11.0,120.0,20.0,N,Asad Rauf,AK Chaudhary,-0.2745842793166877
598019,2013,18,2013-04-17,League,AM Rahane,46,13,10,13,bat,14,runs,87.0,180.0,20.0,N,Aleem Dar,C Shamshuddin,3.226933300323943
598020,2013,10,2013-04-18,League,MEK Hussey,16,3,0,0,bat,0,runs,86.0,170.0,20.0,N,M Erasmus,VA Kulkarni,3.1808607005918295
598021,2013,16,2013-04-19,League,GH Vihari,42,18,6,6,bat,19,wickets,5.0,124.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.5510198777093691
598022,2013,23,2013-04-20,League,RA Jadeja,14,8,0,8,bat,0,wickets,4.0,120.0,20.0,N,Asad Rauf,AK Chaudhary,-0.5970924774414826
598023,2013,2,2013-04-20,League,R Vinay Kumar,23,16,13,16,field,17,wickets,7.0,118.0,20.0,N,Aleem Dar,C Shamshuddin,-0.458874678245142
598024,2013,10,2013-04-21,League,V Sehwag,16,3,10,10,bat,3,wickets,9.0,162.0,20.0,N,HDPK Dharmasena,S Ravi,-0.36672947878091483
598025,2013,7,2013-04-21,League,DA Miller,40,6,11,6,field,6,wickets,7.0,186.0,20.0,N,M Erasmus,K Srinath,-0.458874678245142
598026,2013,8,2013-04-22,League,MEK Hussey,27,0,13,13,bat,0,wickets,5.0,186.0,20.0,N,S Asnani,AK Chaudhary,-0.5510198777093691
598027,2013,2,2013-04-23,League,CH Gayle,23,16,11,11,field,17,runs,130.0,264.0,20.0,N,Aleem Dar,C Shamshuddin,5.2080550888048265
598059,2013,10,2013-04-23,League,Harmeet Singh,16,3,6,6,field,6,wickets,5.0,121.0,20.0,N,VA Kulkarni,K Srinath,-0.5510198777093691
598029,2013,23,2013-04-24,League,DR Smith,14,8,10,8,bat,10,wickets,5.0,160.0,20.0,N,HDPK Dharmasena,S Ravi,-0.5510198777093691
598030,2013,8,2013-04-25,League,MS Dhoni,27,0,18,18,bat,0,wickets,5.0,160.0,20.0,N,Aleem Dar,S Das,-0.5510198777093691
598031,2013,23,2013-04-26,League,JH Kallis,14,8,6,6,bat,8,wickets,6.0,150.0,20.0,N,CK Nandan,S Ravi,-0.5049472779772556
598032,2013,18,2013-04-27,League,JP Faulkner,46,13,18,18,bat,14,wickets,8.0,145.0,20.0,N,VA Kulkarni,K Srinath,-0.4128020785130284
598033,2013,26,2013-04-27,League,DR Smith,55,10,16,10,bat,10,runs,58.0,195.0,20.0,N,Asad Rauf,S Asnani,1.8908279080926498
598034,2013,8,2013-04-28,League,MEK Hussey,27,0,8,8,field,0,runs,14.0,201.0,20.0,N,Aleem Dar,SJA Taufel,-0.13636648012034702
598035,2013,31,2013-04-28,League,DA Warner,48,3,11,11,field,3,runs,15.0,165.0,20.0,N,CK Nandan,S Ravi,-0.09029388038823345
598036,2013,18,2013-04-29,League,SV Samson,46,13,16,13,field,14,wickets,4.0,172.0,20.0,N,M Erasmus,K Srinath,-0.5970924774414826
598037,2013,26,2013-04-29,League,RG Sharma,55,10,6,10,bat,10,runs,4.0,175.0,20.0,N,Asad Rauf,AK Chaudhary,-0.5970924774414826
598038,2013,30,2013-04-30,League,MS Dhoni,52,11,0,0,bat,0,runs,37.0,165.0,20.0,N,S Das,SJA Taufel,0.923303313718265
598039,2013,16,2013-05-01,League,I Sharma,42,18,10,10,bat,19,wickets,7.0,130.0,20.0,N,Asad Rauf,S Asnani,-0.458874678245142
598040,2013,31,2013-05-01,League,DA Warner,48,3,8,8,bat,3,wickets,7.0,137.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.458874678245142
598041,2013,8,2013-05-02,League,SK Raina,27,0,6,0,bat,0,runs,15.0,187.0,20.0,N,M Erasmus,VA Kulkarni,-0.09029388038823345
598042,2013,30,2013-05-02,League,AB de Villiers,52,11,16,16,bat,17,runs,17.0,188.0,20.0,N,Aleem Dar,C Shamshuddin,0.0018513190759936718
598043,2013,23,2013-05-03,League,YK Pathan,14,8,13,13,bat,8,wickets,8.0,133.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.4128020785130284
598044,2013,16,2013-05-04,League,DJG Sammy,42,18,3,3,bat,19,wickets,6.0,81.0,20.0,N,Asad Rauf,S Asnani,-0.5049472779772556
598046,2013,26,2013-05-05,League,MG Johnson,55,10,0,10,bat,10,runs,60.0,140.0,20.0,N,HDPK Dharmasena,CK Nandan,1.9829731075568768
598047,2013,18,2013-05-05,League,AM Rahane,46,13,11,11,bat,14,wickets,5.0,179.0,20.0,N,C Shamshuddin,RJ Tucker,-0.5510198777093691
598064,2013,7,2013-05-06,League,DA Miller,40,6,16,6,field,6,wickets,6.0,191.0,20.0,N,VA Kulkarni,NJ Llong,-0.5049472779772556
598049,2013,18,2013-05-07,League,AM Rahane,46,13,3,3,bat,14,wickets,9.0,155.0,20.0,N,Aleem Dar,RJ Tucker,-0.36672947878091483
598050,2013,26,2013-05-07,League,SR Tendulkar,55,10,8,10,bat,10,runs,65.0,171.0,20.0,N,HDPK Dharmasena,S Ravi,2.2133361062174446
598051,2013,16,2013-05-08,League,SK Raina,42,18,0,18,field,0,runs,77.0,224.0,20.0,N,S Das,NJ Llong,2.7662073030028074
598052,2013,7,2013-05-09,League,KK Cooper,40,6,13,13,field,14,wickets,8.0,146.0,20.0,N,HDPK Dharmasena,S Ravi,-0.4128020785130284
598053,2013,30,2013-05-09,League,G Gambhir,52,11,8,8,bat,8,runs,46.0,153.0,20.0,N,Asad Rauf,S Asnani,1.337956711307287
598054,2013,10,2013-05-10,League,JD Unadkat,16,3,16,3,field,17,runs,4.0,184.0,20.0,N,NJ Llong,K Srinath,-0.5970924774414826
598055,2013,30,2013-05-11,League,MG Johnson,52,11,10,11,bat,10,wickets,5.0,113.0,20.0,N,Asad Rauf,AK Chaudhary,-0.5510198777093691
598056,2013,7,2013-05-11,League,PA Patel,40,6,18,6,field,19,runs,30.0,151.0,20.0,N,S Das,RJ Tucker,0.60079511559347
598057,2013,33,2013-05-12,League,JH Kallis,21,8,16,8,field,8,wickets,5.0,116.0,20.0,N,NJ Llong,K Srinath,-0.5510198777093691
598058,2013,18,2013-05-12,League,SR Watson,46,13,0,13,field,14,wickets,5.0,142.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.5510198777093691
598060,2013,26,2013-05-13,League,KA Pollard,55,10,18,18,bat,10,wickets,7.0,179.0,20.0,N,AK Chaudhary,SJA Taufel,-0.458874678245142
598045,2013,2,2013-05-14,League,AC Gilchrist,23,16,6,6,field,6,wickets,7.0,175.0,20.0,N,HDPK Dharmasena,S Ravi,-0.458874678245142
598062,2013,8,2013-05-14,League,MS Dhoni,27,0,3,0,bat,0,runs,33.0,169.0,20.0,N,C Shamshuddin,RJ Tucker,0.7390129147898107
598061,2013,33,2013-05-15,League,MK Pandey,21,8,11,8,field,12,runs,7.0,171.0,20.0,N,NJ Llong,K Srinath,-0.458874678245142
598063,2013,26,2013-05-15,League,AP Tare,55,10,13,13,field,10,runs,14.0,167.0,20.0,N,Asad Rauf,S Asnani,-0.13636648012034702
598028,2013,11,2013-05-16,League,DA Miller,18,6,3,3,field,6,runs,7.0,172.0,20.0,N,HDPK Dharmasena,S Ravi,-0.458874678245142
598065,2013,16,2013-05-17,League,A Mishra,42,18,13,18,bat,19,runs,23.0,137.0,20.0,N,Asad Rauf,AK Chaudhary,0.27828691746867507
598066,2013,11,2013-05-18,League,Azhar Mahmood,18,6,10,10,field,6,runs,50.0,184.0,20.0,N,HDPK Dharmasena,CK Nandan,1.522247110235741
598068,2013,2,2013-05-18,League,V Kohli,23,16,0,0,field,17,runs,24.0,107.0,8.0,N,C Shamshuddin,RJ Tucker,0.32435951720078865
598067,2013,30,2013-05-19,League,LJ Wright,52,11,3,11,bat,12,runs,38.0,173.0,20.0,N,NJ Llong,SJA Taufel,0.9693759134503785
598069,2013,16,2013-05-19,League,PA Patel,42,18,8,8,bat,19,wickets,5.0,131.0,20.0,N,Asad Rauf,S Asnani,-0.5510198777093691
598070,2013,10,2013-05-21,Qualifier 1,MEK Hussey,16,0,10,0,bat,0,runs,48.0,193.0,20.0,N,NJ Llong,RJ Tucker,1.4301019107715143
598071,2013,10,2013-05-22,Eliminator,BJ Hodge,16,13,18,18,bat,14,wickets,4.0,133.0,20.0,N,S Ravi,RJ Tucker,-0.5970924774414826
598072,2013,23,2013-05-24,Qualifier 2,Harbhajan Singh,14,10,13,13,bat,10,wickets,4.0,166.0,20.0,N,C Shamshuddin,SJA Taufel,-0.5970924774414826
598073,2013,23,2013-05-26,Final,KA Pollard,14,0,10,10,bat,10,runs,23.0,149.0,20.0,N,HDPK Dharmasena,SJA Taufel,0.27828691746867507
729279,2014,0,2014-04-16,League,JH Kallis,50,10,8,8,bat,8,runs,41.0,164.0,20.0,N,M Erasmus,RK Illingworth,1.1075937126467192
729281,2014,35,2014-04-17,League,YS Chahal,49,3,16,16,field,17,wickets,8.0,146.0,20.0,N,Aleem Dar,S Ravi,-0.4128020785130284
729283,2014,0,2014-04-18,League,GJ Maxwell,50,0,6,0,bat,6,wickets,6.0,206.0,20.0,N,RK Illingworth,C Shamshuddin,-0.5049472779772556
729285,2014,0,2014-04-18,League,AM Rahane,50,18,13,13,field,14,wickets,4.0,134.0,20.0,N,BF Bowden,RK Illingworth,-0.5970924774414826
729287,2014,35,2014-04-19,League,PA Patel,13,16,10,16,field,17,wickets,7.0,116.0,20.0,N,Aleem Dar,AK Chaudhary,-0.458874678245142
729289,2014,35,2014-04-19,League,JP Duminy,13,8,3,8,bat,3,wickets,4.0,167.0,20.0,N,Aleem Dar,VA Kulkarni,-0.5970924774414826
729291,2014,35,2014-04-20,League,GJ Maxwell,49,13,6,6,field,6,wickets,7.0,192.0,20.0,N,BF Bowden,M Erasmus,-0.458874678245142
729293,2014,0,2014-04-21,League,SK Raina,50,0,3,0,bat,0,runs,93.0,178.0,20.0,N,RK Illingworth,C Shamshuddin,3.5033688987166243
729295,2014,35,2014-04-22,League,GJ Maxwell,49,6,18,18,field,6,runs,72.0,194.0,20.0,N,M Erasmus,S Ravi,2.5358443043422394
729297,2014,35,2014-04-23,League,RA Jadeja,13,13,0,13,field,0,runs,7.0,141.0,20.0,N,HDPK Dharmasena,RK Illingworth,-0.458874678245142
729299,2014,35,2014-04-24,League,CA Lynn,49,16,8,16,field,8,runs,2.0,151.0,20.0,N,Aleem Dar,VA Kulkarni,-0.6892376769057098
729301,2014,35,2014-04-25,League,AJ Finch,13,18,3,18,bat,19,runs,4.0,185.0,20.0,N,M Erasmus,S Ravi,-0.5970924774414826
729303,2014,35,2014-04-25,League,MM Sharma,13,0,10,10,bat,0,wickets,7.0,142.0,20.0,N,BF Bowden,M Erasmus,-0.458874678245142
729305,2014,0,2014-04-26,League,PV Tambe,50,13,16,13,field,14,wickets,6.0,71.0,20.0,N,HDPK Dharmasena,C Shamshuddin,-0.5049472779772556
729307,2014,0,2014-04-26,League,Sandeep Sharma,50,8,6,8,field,6,runs,23.0,133.0,20.0,N,HDPK Dharmasena,RK Illingworth,0.27828691746867507
729309,2014,35,2014-04-27,League,M Vijay,49,3,10,10,bat,3,wickets,6.0,126.0,20.0,N,Aleem Dar,VA Kulkarni,-0.5049472779772556
729311,2014,35,2014-04-27,League,DR Smith,49,18,0,18,bat,0,wickets,5.0,146.0,20.0,N,AK Chaudhary,VA Kulkarni,-0.5510198777093691
729313,2014,35,2014-04-28,League,Sandeep Sharma,13,6,16,6,field,6,wickets,5.0,125.0,20.0,N,BF Bowden,S Ravi,-0.5510198777093691
729315,2014,0,2014-04-29,League,JP Faulkner,50,8,13,13,bat,14,tie,0.0,153.0,20.0,Y,Aleem Dar,AK Chaudhary,-0.781382876369937
729317,2014,35,2014-04-30,League,B Kumar,13,10,18,10,field,19,runs,15.0,173.0,20.0,N,HDPK Dharmasena,M Erasmus,-0.09029388038823345
733971,2014,33,2014-05-02,League,RA Jadeja,21,0,8,0,bat,0,runs,34.0,149.0,17.0,N,AK Chaudhary,NJ Llong,0.7850855145219243
733973,2014,26,2014-05-03,League,CJ Anderson,55,10,6,6,bat,10,wickets,5.0,169.0,20.0,N,BNJ Oxenford,C Shamshuddin,-0.5510198777093691
733975,2014,10,2014-05-03,League,KK Nair,16,3,13,13,field,14,wickets,7.0,153.0,20.0,N,SS Hazare,S Ravi,-0.458874678245142
733977,2014,2,2014-05-04,League,AB de Villiers,23,16,18,16,field,17,wickets,4.0,156.0,20.0,N,HDPK Dharmasena,VA Kulkarni,-0.5970924774414826
733979,2014,1,2014-05-05,League,PV Tambe,44,13,8,8,field,14,runs,10.0,171.0,20.0,N,NJ Llong,CK Nandan,-0.3206568790488013
733981,2014,10,2014-05-05,League,DR Smith,16,3,0,0,field,0,wickets,8.0,179.0,20.0,N,RM Deshpande,BNJ Oxenford,-0.4128020785130284
733983,2014,26,2014-05-06,League,RG Sharma,55,10,16,16,field,10,runs,19.0,188.0,20.0,N,S Ravi,K Srinath,0.0939965185402208
733985,2014,10,2014-05-07,League,G Gambhir,16,3,8,3,bat,8,wickets,8.0,161.0,20.0,N,BNJ Oxenford,C Shamshuddin,-0.4128020785130284
733987,2014,9,2014-05-07,League,GJ Maxwell,2,6,0,0,field,6,runs,44.0,232.0,20.0,N,HDPK Dharmasena,PG Pathak,1.24581151184306
733989,2014,1,2014-05-08,League,B Kumar,44,13,18,13,field,19,runs,32.0,135.0,20.0,N,AK Chaudhary,NJ Llong,0.6929403150576972
733991,2014,2,2014-05-09,League,Sandeep Sharma,23,16,6,16,field,6,runs,32.0,199.0,20.0,N,S Ravi,K Srinath,0.6929403150576972
733993,2014,10,2014-05-10,League,DW Steyn,16,3,18,18,field,19,wickets,8.0,43.0,5.0,N,RM Deshpande,BNJ Oxenford,-0.4128020785130284
733995,2014,26,2014-05-10,League,DR Smith,55,10,0,0,field,0,wickets,4.0,158.0,20.0,N,HDPK Dharmasena,VA Kulkarni,-0.5970924774414826
733997,2014,9,2014-05-11,League,G Gambhir,2,6,8,8,field,8,wickets,9.0,150.0,20.0,N,NJ Llong,CK Nandan,-0.36672947878091483
733999,2014,2,2014-05-11,League,JP Faulkner,23,16,13,16,bat,14,wickets,5.0,191.0,20.0,N,S Ravi,RJ Tucker,-0.5510198777093691
734001,2014,16,2014-05-12,League,AT Rayudu,42,18,10,18,bat,10,wickets,7.0,158.0,20.0,N,HDPK Dharmasena,VA Kulkarni,-0.458874678245142
734003,2014,33,2014-05-13,League,RA Jadeja,21,0,13,13,bat,0,wickets,5.0,149.0,20.0,N,BNJ Oxenford,C Shamshuddin,-0.5510198777093691
734005,2014,2,2014-05-13,League,Yuvraj Singh,23,16,3,3,field,17,runs,16.0,187.0,20.0,N,K Srinath,RJ Tucker,-0.044221280656119896
734007,2014,16,2014-05-14,League,WP Saha,42,18,6,6,field,6,wickets,6.0,206.0,20.0,N,VA Kulkarni,PG Pathak,-0.5049472779772556
734009,2014,9,2014-05-14,League,RV Uthappa,2,8,10,8,field,8,wickets,6.0,142.0,20.0,N,AK Chaudhary,NJ Llong,-0.5049472779772556
734011,2014,1,2014-05-15,League,AM Rahane,44,13,3,3,field,14,runs,62.0,202.0,20.0,N,S Ravi,RJ Tucker,2.075118307021104
734013,2014,33,2014-05-18,League,AB de Villiers,21,0,16,0,bat,17,wickets,5.0,139.0,20.0,N,BNJ Oxenford,C Shamshuddin,-0.5510198777093691
734015,2014,16,2014-05-18,League,UT Yadav,42,18,8,18,bat,8,wickets,7.0,143.0,20.0,N,NJ Llong,CK Nandan,-0.458874678245142
734017,2014,1,2014-05-19,League,MEK Hussey,44,13,10,10,bat,10,runs,25.0,179.0,20.0,N,S Ravi,RJ Tucker,0.3704321169329022
734019,2014,10,2014-05-19,League,AR Patel,16,3,6,6,field,6,wickets,4.0,165.0,20.0,N,HDPK Dharmasena,PG Pathak,-0.5970924774414826
734021,2014,16,2014-05-20,League,DA Warner,42,18,16,16,bat,19,wickets,7.0,161.0,20.0,N,AK Chaudhary,NJ Llong,-0.458874678245142
734023,2014,23,2014-05-20,League,RV Uthappa,14,8,0,8,field,8,wickets,8.0,155.0,20.0,N,RM Deshpande,C Shamshuddin,-0.4128020785130284
734025,2014,7,2014-05-21,League,LMP Simmons,40,6,10,10,field,10,wickets,7.0,157.0,20.0,N,HDPK Dharmasena,VA Kulkarni,-0.458874678245142
734027,2014,23,2014-05-22,League,RV Uthappa,14,8,16,16,field,8,runs,30.0,196.0,20.0,N,AK Chaudhary,CK Nandan,0.60079511559347
734029,2014,33,2014-05-22,League,DA Warner,21,0,18,18,field,19,wickets,6.0,186.0,20.0,N,BNJ Oxenford,C Shamshuddin,-0.5049472779772556
734031,2014,26,2014-05-23,League,MEK Hussey,55,10,3,3,field,10,runs,15.0,174.0,20.0,N,S Ravi,RJ Tucker,-0.09029388038823345
734033,2014,7,2014-05-23,League,SE Marsh,40,6,13,13,field,6,runs,16.0,180.0,20.0,N,HDPK Dharmasena,PG Pathak,-0.044221280656119896
734035,2014,2,2014-05-24,League,MS Dhoni,23,16,0,0,field,0,wickets,8.0,155.0,20.0,N,AK Chaudhary,NJ Llong,-0.4128020785130284
734037,2014,23,2014-05-24,League,YK Pathan,14,8,18,8,field,8,wickets,4.0,161.0,20.0,N,RM Deshpande,BNJ Oxenford,-0.5970924774414826
734039,2014,7,2014-05-25,League,M Vohra,40,6,3,6,field,6,wickets,7.0,116.0,20.0,N,HDPK Dharmasena,VA Kulkarni,-0.458874678245142
734041,2014,26,2014-05-25,League,CJ Anderson,55,10,13,10,field,10,wickets,5.0,190.0,20.0,N,K Srinath,RJ Tucker,-0.5510198777093691
734043,2014,23,2014-05-27,Qualifier 1,UT Yadav,14,6,8,6,field,8,runs,28.0,164.0,20.0,N,NJ Llong,S Ravi,0.5086499161292429
734045,2014,26,2014-05-28,Eliminator,SK Raina,5,0,10,0,field,0,wickets,7.0,174.0,20.0,N,VA Kulkarni,BNJ Oxenford,-0.458874678245142
734047,2014,26,2014-05-30,Qualifier 2,V Sehwag,55,0,6,0,field,6,runs,24.0,227.0,20.0,N,HDPK Dharmasena,RJ Tucker,0.32435951720078865
734049,2014,2,2014-06-01,Final,MK Pandey,23,8,6,8,field,8,wickets,3.0,200.0,20.0,N,HDPK Dharmasena,BNJ Oxenford,-0.6431650771735963
829705,2015,23,2015-04-08,League,M Morkel,14,8,10,8,field,8,wickets,7.0,169.0,20.0,N,S Ravi,C Shamshuddin,-0.458874678245142
829707,2015,8,2015-04-09,League,A Nehra,27,0,3,3,field,0,runs,1.0,151.0,20.0,N,RK Illingworth,VA Kulkarni,-0.7353102766378233
829709,2015,30,2015-04-10,League,JP Faulkner,30,6,13,6,field,14,runs,26.0,163.0,20.0,N,SD Fry,CB Gaffaney,0.41650471666501576
829711,2015,8,2015-04-11,League,BB McCullum,27,0,18,0,bat,0,runs,45.0,210.0,20.0,N,RK Illingworth,VA Kulkarni,1.2918841115751736
829713,2015,23,2015-04-11,League,CH Gayle,14,8,16,16,field,17,wickets,3.0,178.0,20.0,N,S Ravi,C Shamshuddin,-0.6431650771735963
829715,2015,10,2015-04-12,League,DJ Hooda,16,3,13,13,field,14,wickets,3.0,185.0,20.0,N,SD Fry,CB Gaffaney,-0.6431650771735963
829717,2015,26,2015-04-12,League,GJ Bailey,55,10,6,10,field,6,runs,18.0,178.0,20.0,N,AK Chaudhary,K Srinivasan,0.04792391880810724
829719,2015,2,2015-04-13,League,DA Warner,23,16,18,18,field,19,wickets,8.0,167.0,20.0,N,RM Deshpande,RK Illingworth,-0.4128020785130284
829721,2015,1,2015-04-14,League,SPD Smith,44,13,10,10,bat,14,wickets,7.0,165.0,20.0,N,AK Chaudhary,SD Fry,-0.458874678245142
829725,2015,30,2015-04-15,League,MA Agarwal,30,6,3,6,bat,3,wickets,5.0,166.0,20.0,N,CB Gaffaney,K Srinath,-0.5510198777093691
829727,2015,36,2015-04-16,League,AM Rahane,11,18,13,13,field,14,wickets,6.0,128.0,20.0,N,PG Pathak,S Ravi,-0.5049472779772556
829729,2015,26,2015-04-17,League,A Nehra,55,10,0,10,bat,0,wickets,6.0,184.0,20.0,N,AK Chaudhary,M Erasmus,-0.5049472779772556
829731,2015,36,2015-04-18,League,JP Duminy,11,18,3,3,bat,3,runs,4.0,168.0,20.0,N,PG Pathak,S Ravi,-0.5970924774414826
829733,2015,30,2015-04-18,League,AD Russell,30,6,8,8,field,8,wickets,4.0,156.0,20.0,N,SD Fry,CK Nandan,-0.5970924774414826
829735,2015,1,2015-04-19,League,AM Rahane,44,13,0,0,bat,14,wickets,8.0,157.0,20.0,N,AK Chaudhary,M Erasmus,-0.4128020785130284
829737,2015,2,2015-04-19,League,Harbhajan Singh,23,16,10,16,field,10,runs,18.0,210.0,20.0,N,RK Illingworth,VA Kulkarni,0.04792391880810724
829739,2015,10,2015-04-20,League,UT Yadav,16,3,8,8,field,8,wickets,6.0,147.0,20.0,N,SD Fry,CB Gaffaney,-0.5049472779772556
829741,2015,1,2015-04-21,League,SE Marsh,44,13,6,6,field,6,tie,0.0,192.0,20.0,Y,M Erasmus,S Ravi,-0.781382876369937
829743,2015,36,2015-04-22,League,DA Warner,11,18,8,8,field,19,runs,16.0,118.0,12.0,N,RK Illingworth,VA Kulkarni,-0.044221280656119896
829745,2015,2,2015-04-22,League,SK Raina,23,16,0,16,field,0,runs,27.0,182.0,20.0,N,JD Cloete,C Shamshuddin,0.46257731639712935
829747,2015,10,2015-04-23,League,SS Iyer,16,3,10,10,field,3,runs,37.0,191.0,20.0,N,SD Fry,CK Nandan,0.923303313718265
829749,2015,1,2015-04-24,League,MA Starc,44,13,16,16,field,17,wickets,9.0,131.0,20.0,N,M Erasmus,S Ravi,-0.36672947878091483
829751,2015,26,2015-04-25,League,SL Malinga,55,10,18,10,bat,10,runs,20.0,158.0,20.0,N,HDPK Dharmasena,CB Gaffaney,0.14006911827233437
829753,2015,8,2015-04-25,League,BB McCullum,27,0,6,0,bat,0,runs,97.0,193.0,20.0,N,JD Cloete,C Shamshuddin,3.687659297645079
829757,2015,10,2015-04-26,League,VR Aaron,16,3,16,16,field,17,wickets,10.0,96.0,20.0,N,M Erasmus,S Ravi,-0.3206568790488013
829759,2015,7,2015-04-27,League,TA Boult,40,6,18,6,field,19,runs,20.0,151.0,20.0,N,HDPK Dharmasena,CB Gaffaney,0.14006911827233437
829765,2015,8,2015-04-28,League,DJ Bravo,27,0,8,8,field,0,runs,2.0,135.0,20.0,N,RM Deshpande,VA Kulkarni,-0.6892376769057098
829763,2015,2,2015-04-29,League,Unknown,23,16,13,13,field,11,no result,0.0,0.0,0.0,N,JD Cloete,PG Pathak,-0.781382876369937
829723,2015,23,2015-04-30,League,AD Russell,14,8,0,8,field,8,wickets,7.0,166.0,20.0,N,AK Chaudhary,M Erasmus,-0.458874678245142
829767,2015,10,2015-05-01,League,NM Coulter-Nile,16,3,6,3,field,3,wickets,9.0,119.0,20.0,N,RK Illingworth,S Ravi,-0.36672947878091483
829769,2015,26,2015-05-01,League,AT Rayudu,55,10,13,13,field,10,runs,8.0,188.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.4128020785130284
829771,2015,2,2015-05-02,League,Mandeep Singh,23,16,8,16,field,17,wickets,7.0,112.0,10.0,N,JD Cloete,PG Pathak,-0.458874678245142
829773,2015,16,2015-05-02,League,DA Warner,42,18,0,0,field,19,runs,22.0,193.0,20.0,N,AK Chaudhary,K Srinivasan,0.2322143177365615
829775,2015,7,2015-05-03,League,LMP Simmons,40,6,10,10,bat,10,runs,23.0,173.0,20.0,N,RK Illingworth,VA Kulkarni,0.27828691746867507
829777,2015,26,2015-05-03,League,AM Rahane,5,13,3,3,field,14,runs,14.0,190.0,20.0,N,HDPK Dharmasena,CB Gaffaney,-0.13636648012034702
829779,2015,8,2015-05-04,League,SK Raina,27,0,16,0,bat,0,runs,24.0,149.0,20.0,N,C Shamshuddin,K Srinath,0.32435951720078865
829781,2015,23,2015-05-04,League,UT Yadav,14,8,18,18,field,8,runs,35.0,168.0,20.0,N,AK Chaudhary,M Erasmus,0.8311581142540378
829783,2015,26,2015-05-05,League,Harbhajan Singh,55,10,3,3,bat,10,wickets,5.0,153.0,20.0,N,HDPK Dharmasena,CB Gaffaney,-0.5510198777093691
829785,2015,2,2015-05-06,League,CH Gayle,23,16,6,6,field,17,runs,138.0,227.0,20.0,N,RK Illingworth,VA Kulkarni,5.576635886661735
829761,2015,23,2015-05-07,League,PP Chawla,14,8,3,8,bat,8,runs,13.0,172.0,20.0,N,AK Chaudhary,M Erasmus,-0.18243907985246058
829787,2015,26,2015-05-07,League,EJG Morgan,5,13,18,13,field,19,runs,7.0,202.0,20.0,N,JD Cloete,C Shamshuddin,-0.458874678245142
829789,2015,8,2015-05-08,League,HH Pandya,27,0,10,0,bat,10,wickets,6.0,159.0,20.0,N,CB Gaffaney,CK Nandan,-0.5049472779772556
829791,2015,23,2015-05-09,League,AD Russell,14,8,6,6,bat,8,wickets,1.0,184.0,20.0,N,AK Chaudhary,HDPK Dharmasena,-0.7353102766378233
829793,2015,31,2015-05-09,League,MC Henriques,48,3,18,18,bat,19,runs,6.0,164.0,20.0,N,VA Kulkarni,S Ravi,-0.5049472779772556
829795,2015,26,2015-05-10,League,AB de Villiers,55,10,16,16,bat,17,runs,39.0,236.0,20.0,N,JD Cloete,C Shamshuddin,1.0154485131824922
829797,2015,8,2015-05-10,League,RA Jadeja,27,0,13,0,bat,0,runs,12.0,158.0,20.0,N,M Erasmus,CK Nandan,-0.22851167958457416
829799,2015,16,2015-05-11,League,DA Warner,42,18,6,18,bat,19,runs,5.0,186.0,20.0,N,AK Chaudhary,HDPK Dharmasena,-0.5510198777093691
829801,2015,31,2015-05-12,League,Z Khan,48,3,0,0,bat,3,wickets,6.0,120.0,20.0,N,RK Illingworth,VA Kulkarni,-0.5049472779772556
829803,2015,7,2015-05-13,League,AR Patel,40,6,16,16,field,6,runs,22.0,107.0,10.0,N,JD Cloete,C Shamshuddin,0.2322143177365615
829805,2015,26,2015-05-14,League,HH Pandya,55,10,8,8,field,10,runs,5.0,172.0,20.0,N,RK Illingworth,VA Kulkarni,-0.5510198777093691
829807,2015,16,2015-05-15,League,V Kohli,42,18,16,18,bat,17,wickets,6.0,81.0,6.0,N,AK Chaudhary,HDPK Dharmasena,-0.5049472779772556
829809,2015,7,2015-05-16,League,P Negi,40,6,0,6,bat,0,wickets,7.0,131.0,20.0,N,CK Nandan,C Shamshuddin,-0.458874678245142
829811,2015,26,2015-05-16,League,SR Watson,5,13,8,13,bat,14,runs,9.0,200.0,20.0,N,RM Deshpande,RK Illingworth,-0.36672947878091483
829813,2015,2,2015-05-17,League,Unknown,23,16,3,16,field,11,no result,0.0,188.0,20.0,N,HDPK Dharmasena,K Srinivasan,-0.781382876369937
829815,2015,16,2015-05-17,League,MJ McClenaghan,42,18,10,18,bat,10,wickets,9.0,114.0,20.0,N,CB Gaffaney,K Srinath,-0.36672947878091483
829817,2015,26,2015-05-19,Qualifier 1,KA Pollard,55,0,10,10,bat,10,runs,25.0,188.0,20.0,N,HDPK Dharmasena,RK Illingworth,0.3704321169329022
829819,2015,30,2015-05-20,Eliminator,AB de Villiers,30,16,13,16,bat,17,runs,71.0,181.0,20.0,N,AK Chaudhary,C Shamshuddin,2.489771704610126
829821,2015,33,2015-05-22,Qualifier 2,A Nehra,21,0,16,0,field,0,wickets,3.0,140.0,20.0,N,AK Chaudhary,CB Gaffaney,-0.6431650771735963
